Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1991,1991,°c,0.062,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1992,1992,°c,-0.886,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1993,1993,°c,0.448,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1994,1994,°c,0.089,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1995,1995,°c,-0.933,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1996,1996,°c,-0.515,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1997,1997,°c,-1.198,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1998,1998,°c,2.384,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,1999,1999,°c,1.308,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2000,2000,°c,1.971,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2001,2001,°c,0.23,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2002,2002,°c,0.562,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2003,2003,°c,0.723,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2004,2004,°c,1.104,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2005,2005,°c,-0.335,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2006,2006,°c,1.3,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2007,2007,°c,1.545,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2008,2008,°c,0.798,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2009,2009,°c,0.76,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2010,2010,°c,2.417,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2011,2011,°c,0.091,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2012,2012,°c,2.402,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2013,2013,°c,1.833,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2014,2014,°c,0.493,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2015,2015,°c,-0.277,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2016,2016,°c,3.678,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2017,2017,°c,0.079,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2018,2018,°c,2.904,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2019,2019,°c,1.179,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2020,2020,°c,1.232,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2021,2021,°c,1.634,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7004,April,2022,2022,°c,2.724,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1961,1961,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1962,1962,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1963,1963,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1964,1964,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1965,1965,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1966,1966,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1967,1967,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1968,1968,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1969,1969,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1970,1970,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1971,1971,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1972,1972,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1973,1973,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1974,1974,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1975,1975,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1976,1976,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1977,1977,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1978,1978,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1979,1979,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1980,1980,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1981,1981,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1982,1982,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1983,1983,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1984,1984,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1985,1985,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1986,1986,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1987,1987,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1988,1988,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1989,1989,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1990,1990,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1991,1991,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1992,1992,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1993,1993,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1994,1994,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1995,1995,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1996,1996,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1997,1997,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1998,1998,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,1999,1999,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2000,2000,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2001,2001,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2002,2002,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2003,2003,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2004,2004,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2005,2005,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2006,2006,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2007,2007,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2008,2008,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2009,2009,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2010,2010,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2011,2011,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2012,2012,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2013,2013,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2014,2014,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2015,2015,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2016,2016,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2017,2017,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2018,2018,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2019,2019,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2020,2020,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2021,2021,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7004,April,2022,2022,°c,0.665,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1961,1961,°c,0.337,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1962,1962,°c,0.022,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1963,1963,°c,-1.364,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1964,1964,°c,-1.656,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1965,1965,°c,-1.685,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1966,1966,°c,-0.627,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1967,1967,°c,-0.423,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1968,1968,°c,1.426,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1969,1969,°c,0.326,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1970,1970,°c,0.046,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1971,1971,°c,1.535,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1972,1972,°c,-0.668,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1973,1973,°c,0.313,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1974,1974,°c,-0.375,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1975,1975,°c,0.346,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1976,1976,°c,-0.416,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1977,1977,°c,1.288,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1978,1978,°c,1.153,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1979,1979,°c,-0.878,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1980,1980,°c,0.607,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1981,1981,°c,0.295,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1982,1982,°c,-0.938,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1983,1983,°c,1.138,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1984,1984,°c,3.694,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1985,1985,°c,1.314,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1986,1986,°c,-1.829,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1987,1987,°c,0.044,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1988,1988,°c,2.503,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1989,1989,°c,0.48,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1990,1990,°c,-0.517,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1991,1991,°c,-0.49,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1992,1992,°c,-1.175,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1993,1993,°c,-0.028,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1994,1994,°c,1.2,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1995,1995,°c,-0.175,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1996,1996,°c,1.892,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1997,1997,°c,0.86,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1998,1998,°c,1.721,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,1999,1999,°c,2.046,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2000,2000,°c,1.594,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2001,2001,°c,1.432,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2002,2002,°c,1.196,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2003,2003,°c,0.619,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2004,2004,°c,0.751,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2005,2005,°c,0.423,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2006,2006,°c,1.214,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2007,2007,°c,0.678,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2008,2008,°c,2.557,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2009,2009,°c,-0.486,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2010,2010,°c,0.914,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2011,2011,°c,0.309,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2012,2012,°c,1.105,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2013,2013,°c,3.009,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2014,2014,°c,1.447,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2015,2015,°c,0.994,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2016,2016,°c,2.482,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2017,2017,°c,1.648,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2018,2018,°c,2.293,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2019,2019,°c,0.537,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2020,2020,°c,2.13,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2021,2021,°c,3.393,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7005,May,2022,2022,°c,0.113,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1961,1961,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1962,1962,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1963,1963,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1964,1964,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1965,1965,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1966,1966,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1967,1967,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1968,1968,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1969,1969,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1970,1970,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1971,1971,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1972,1972,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1973,1973,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1974,1974,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1975,1975,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1976,1976,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1977,1977,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1978,1978,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1979,1979,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1980,1980,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1981,1981,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1982,1982,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1983,1983,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1984,1984,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1985,1985,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1986,1986,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1987,1987,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1988,1988,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1989,1989,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1990,1990,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1991,1991,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1992,1992,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1993,1993,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1994,1994,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1995,1995,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1996,1996,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1997,1997,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1998,1998,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,1999,1999,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2000,2000,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2001,2001,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2002,2002,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2003,2003,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2004,2004,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2005,2005,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2006,2006,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2007,2007,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2008,2008,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2009,2009,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2010,2010,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2011,2011,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2012,2012,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2013,2013,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2014,2014,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2015,2015,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2016,2016,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2017,2017,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2018,2018,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2019,2019,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2020,2020,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2021,2021,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,6078,Standard Deviation,7005,May,2022,2022,°c,0.893,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1961,1961,°c,-0.009,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1962,1962,°c,-1.127,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1963,1963,°c,-0.198,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1964,1964,°c,0.691,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1965,1965,°c,-0.475,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1966,1966,°c,-0.391,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1967,1967,°c,-0.199,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1968,1968,°c,0.506,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1969,1969,°c,1.484,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1970,1970,°c,-0.478,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1971,1971,°c,-0.158,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1972,1972,°c,0.948,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1973,1973,°c,0.243,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1974,1974,°c,0.374,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1975,1975,°c,-0.444,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1976,1976,°c,-0.69,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1977,1977,°c,-0.153,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1978,1978,°c,-0.542,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1979,1979,°c,0.07,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1980,1980,°c,-0.184,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1981,1981,°c,1.06,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1982,1982,°c,-0.067,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1983,1983,°c,-0.631,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1984,1984,°c,-1.247,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1985,1985,°c,0.986,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1986,1986,°c,0.369,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1987,1987,°c,0.311,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1988,1988,°c,2.652,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1989,1989,°c,0.753,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1990,1990,°c,0.65,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1991,1991,°c,0.301,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1992,1992,°c,1.484,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1993,1993,°c,0.858,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1994,1994,°c,-0.457,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1995,1995,°c,2.461,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1996,1996,°c,-0.83,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1997,1997,°c,2.307,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1998,1998,°c,0.067,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,1999,1999,°c,1.882,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2000,2000,°c,-1.107,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2001,2001,°c,-0.182,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2002,2002,°c,-0.7,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2003,2003,°c,0.557,E,Estimated value
ET,Temperature change on land,434,Libya,7271,Temperature change,7006,June,2004,2004,°c,0.14,E,Estimated value
